ID,usd_goal_real,diff_days,deadline_year,deadline_month,deadline_day,deadline_weekday,launched_year,launched_month,launched_day,launched_weekday,country_recoded,main_category_recoded,subcategory_recoded,recoded_target
1027074509,5000.0,33,2016,2,25,3,2016,1,23,5,22,4,113,1
1056848468,20000.0,18,2015,2,24,1,2015,2,6,4,22,13,138,1
435579142,11300.0,31,2014,12,28,6,2014,11,27,3,22,6,129,1
482901953,11000.0,30,2014,3,7,4,2014,2,5,2,22,11,104,1
530557290,2000.0,30,2014,8,10,6,2014,7,11,4,22,12,115,1
932118004,1519.06,60,2016,9,6,1,2016,7,8,4,1,0,96,0
1190304918,38000.0,7,2014,9,10,2,2014,9,3,2,22,7,59,0
744010348,1272.16,30,2014,6,9,0,2014,5,10,5,9,0,10,0
844634774,3300.0,20,2014,8,6,2,2014,7,17,3,22,6,39,1
1132640191,550.0,30,2014,3,23,6,2014,2,21,4,22,14,141,1
452413243,15000.0,35,2014,9,15,0,2014,8,11,0,22,8,136,1
610434010,12500.0,35,2015,2,16,0,2015,1,12,0,22,10,90,1
806730701,5000.0,60,2017,9,7,3,2017,7,9,6,22,12,115,1
1485378085,42220.0,30,2016,8,8,0,2016,7,9,5,1,13,61,0
657634272,50000.0,24,2014,7,21,0,2014,6,27,4,22,4,113,1
1499972219,50000.0,90,2011,8,26,4,2011,5,28,5,22,6,55,0
957409361,4673.48,30,2013,9,5,3,2013,8,6,1,9,6,129,1
243286676,835.88,30,2014,2,23,6,2014,1,24,4,9,6,129,1
502362731,99.0,15,2016,4,14,3,2016,3,30,2,22,1,25,1
1689708331,2500.0,18,2015,7,31,4,2015,7,13,0,22,13,8,0
1396659931,500.0,40,2015,5,25,0,2015,4,15,2,22,10,90,0
1326210096,70000.0,30,2015,5,13,2,2015,4,13,0,22,7,59,0
901538484,3000.0,8,2012,5,24,3,2012,5,16,2,22,6,153,1
1182146076,10000.0,29,2016,11,15,1,2016,10,17,0,22,4,113,1
76649273,7721.53,30,2015,10,10,5,2015,9,10,3,9,9,111,1
1077651003,15000.0,30,2015,4,9,3,2015,3,10,1,22,13,8,0
1000479996,10000.0,30,2016,5,21,5,2016,4,21,3,22,10,109,0
171373552,7512.92,30,2017,6,8,3,2017,5,9,1,6,4,113,1
1816811241,500.0,33,2012,5,12,5,2012,4,9,0,22,10,125,1
165741856,12000.0,30,2015,10,30,4,2015,9,30,2,22,6,39,1
1800347589,9000.0,40,2013,10,8,1,2013,8,29,3,22,6,55,1
343962534,1500.0,30,2015,4,16,3,2015,3,17,1,22,7,59,0
277961877,600.0,29,2015,4,1,2,2015,3,3,1,22,2,33,0
366945904,1000.0,30,2015,12,26,5,2015,11,26,3,22,8,148,0
890592264,80000.0,60,2016,7,16,5,2016,5,17,1,22,13,61,1
1714688845,26000.0,30,2013,10,6,6,2013,9,6,4,22,5,52,0
1287613290,5568.95,30,2015,5,25,0,2015,4,25,5,9,9,151,0
18872049,15000.0,31,2016,11,17,3,2016,10,17,0,22,13,138,1
848261838,1000.0,30,2017,6,7,2,2017,5,8,0,22,11,105,0
502041036,1852.0,26,2014,4,21,0,2014,3,26,2,22,0,87,0
459150010,18000.0,30,2013,9,23,0,2013,8,24,5,22,0,114,0
1441466704,750.0,30,2014,9,12,4,2014,8,13,2,22,7,44,0
767932240,1527.42,30,2017,10,22,6,2017,9,22,4,1,6,40,0
1980215425,10000.0,30,2013,4,12,4,2013,3,13,2,22,12,95,1
1185522952,17580.0,30,2012,8,29,2,2012,7,30,0,22,1,26,0
430855435,2000.0,40,2016,1,17,6,2015,12,8,1,22,4,113,1
1781311251,9000.0,39,2013,12,30,0,2013,11,21,3,22,7,41,1
820136699,3220.0,30,2015,6,2,1,2015,5,3,6,22,8,148,1
865552204,30000.0,60,2011,12,10,5,2011,10,11,1,22,6,5,0
476929903,3000.0,30,2012,2,27,0,2012,1,28,5,22,1,26,0
1353624687,12000.0,30,2016,9,11,6,2016,8,12,4,22,4,113,0
762875892,20000.0,30,2012,10,30,1,2012,9,30,6,22,0,114,0
380995085,5315.98,30,2017,1,18,2,2016,12,19,0,7,13,131,0
1036418221,4000.0,32,2012,7,9,0,2012,6,7,3,22,0,10,0
746309353,300.0,60,2016,7,15,4,2016,5,16,0,22,9,77,0
122320816,2000.0,60,2014,3,19,2,2014,1,18,5,22,10,125,0
292334139,16500.0,43,2011,12,2,4,2011,10,20,3,22,11,104,0
1703454557,5000.0,30,2015,4,10,4,2015,3,11,2,22,5,52,0
1959988580,50000.0,35,2017,2,7,1,2017,1,3,1,22,13,138,1
2028630553,3000.0,30,2014,11,24,0,2014,10,25,5,22,10,156,1
1227078023,300000.0,45,2014,6,29,6,2014,5,15,3,22,6,69,0
152400461,1873.01,30,2014,9,4,3,2014,8,5,1,1,13,138,1
1307790967,4000.0,45,2013,4,15,0,2013,3,1,4,22,4,113,1
585144115,30000.0,30,2013,10,11,4,2013,9,11,2,22,12,115,0
925772353,900.0,30,2017,3,20,0,2017,2,18,5,22,1,26,1
1707468117,9000.0,28,2015,4,28,1,2015,3,31,1,22,4,113,0
957884589,52794.97,19,2016,12,6,1,2016,11,17,3,8,13,8,0
78823025,20000.0,30,2015,12,2,2,2015,11,2,0,22,0,98,1
202653521,2500.0,36,2015,8,21,4,2015,7,16,3,22,7,41,0
1621074924,5000.0,33,2016,6,2,3,2016,4,30,5,22,12,54,0
998467413,50000.0,40,2012,6,10,6,2012,5,1,1,22,6,39,0
2038052031,3027.64,45,2015,11,5,3,2015,9,21,0,9,0,70,0
185825765,3500.0,28,2013,6,10,0,2013,5,13,0,22,10,30,0
552161846,1000.0,60,2017,4,17,0,2017,2,16,3,22,12,54,1
1280759570,1300.0,16,2012,8,14,1,2012,7,29,6,22,6,129,0
1085351051,6000.0,30,2017,10,22,6,2017,9,22,4,22,12,6,1
1928102089,29104.96,45,2017,7,16,6,2017,6,1,3,7,13,61,0
159188307,5500.0,30,2013,4,6,5,2013,3,7,3,22,12,19,1
597791632,10000.0,60,2015,4,19,6,2015,2,18,2,22,8,84,0
1053163190,2500.0,30,2017,11,18,5,2017,10,19,3,22,10,30,1
63308578,7500.0,60,2015,5,22,4,2015,3,23,0,22,0,70,0
419689843,22000.0,30,2017,2,2,3,2017,1,3,1,22,13,8,0
1342983859,800.0,60,2014,9,23,1,2014,7,25,4,22,12,157,0
792498883,1138.73,23,2013,3,18,0,2013,2,23,5,9,6,39,0
413784997,1500.0,30,2013,8,23,4,2013,7,24,2,22,12,19,0
1165715482,685.2,20,2016,6,20,0,2016,5,31,1,9,0,10,1
363989116,7000.0,30,2017,6,23,4,2017,5,24,2,22,13,138,0
1299500496,90000.0,40,2014,3,25,1,2014,2,13,3,22,13,149,1
54150952,9850.0,30,2013,11,6,2,2013,10,7,0,22,6,39,0
878096260,40000.0,36,2017,3,15,2,2017,2,7,1,22,5,7,0
1221768109,90000.0,45,2012,2,12,6,2011,12,29,3,22,4,113,0
1575642931,3000.0,60,2015,1,30,4,2014,12,1,0,22,12,19,0
395878419,108889.76,30,2015,7,17,4,2015,6,17,2,17,13,151,0
1553695162,11000.0,36,2016,2,26,4,2016,1,21,3,22,12,95,1
1305625841,9485.97,29,2015,10,1,3,2015,9,2,2,5,13,131,1
939836386,5000.0,21,2014,9,29,0,2014,9,8,0,22,1,25,1
514134143,50000.0,30,2015,3,19,3,2015,2,17,1,22,6,55,0
1406352166,800.0,30,2015,10,13,1,2015,9,13,6,22,12,54,0
